Incident Number,Incident Date,Field Unit,Protected Heritage Area,Incident Type,Species Common Name,Sum of Number of Animals,Animal Health Status,Cause of Animal Health Status,Animal Behaviour,Reason for Animal Behaviour,Animal Attractant,Deterrents Used,Animal Response to Deterrents
BAN2010-0173,2010-03-03,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Rock Pigeon,1,Dead,Unknown,,,,Other,
GRA2010-0007,2010-03-03,Saskatchewan South Field Unit,Grasslands National Park of Canada,Rescued/Recovered/Found Wildlife,Badger,1,Dead,Unknown,Not Applicable,Not applicable,Not applicable,Not Applicable,
GMP2010-0094,2010-03-04,Western Newfoundland and Labrador Field Unit,Gros Morne National Park of Canada,Rescued/Recovered/Found Wildlife,Caribou,2,Dead,Collision,,,,,
JASFU2010-00001,2010-03-04,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,Caribou,1,Dead,Predation,,,,,
BAN2010-0176,2010-03-05,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Snowshoe Hare,1,Dead,Collision,,,,,
BAN2010-0177,2010-03-05,Banff Field Unit,Banff National Park of Canada,Attractant,None,0,,,,,Grain,,
JNP2010-0090,2010-03-05,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,Wolf,1,Injured,Collision,,,,,
JNP2010-0091,2010-03-05,Jasper Field Unit,Jasper National Park of Canada,Attractant,None,0,,,,,Grain,,
YNP2010-0018,2010-03-05,"Lake Louise, Yoho and Kootenay Field Unit",Yoho National Park of Canada,Attractant,None,0,,,,,Grain,,
BAN2010-0178,2010-03-06,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,4,Healthy,,Indifferent to People/Vehicles,Habituation,Domestic grass,Impact - Rubber,
CBH2010-0025,2010-03-06,Cape Breton Field Unit,Cape Breton Highlands National Park of Canada,Rescued/Recovered/Found Wildlife,Great Horned Owl,1,Dead,Collision,,,,,
JNP2010-0093,2010-03-07,Jasper Field Unit,Jasper National Park of Canada,Harassment,Coyote,1,Healthy,,Curious Approach,Food Conditioned,,Noise - Banger or Screamer,
TNP2010-0008,2010-03-07,Newfoundland East Field Unit,Terra Nova National Park of Canada,Rescued/Recovered/Found Wildlife,Moose,1,Dead,Collision,,,,,
TNP2010-0008,2010-03-07,Newfoundland East Field Unit,Terra Nova National Park of Canada,Rescued/Recovered/Found Wildlife,Moose,1,Dead,Collision,,,,Lethal Round - Shotgun,
CBH2010-0026,2010-03-09,Cape Breton Field Unit,Cape Breton Highlands National Park of Canada,Human Wildlife Interaction,Moose,1,Healthy,,Indifferent to People/Vehicles,,,,
JNP2010-0095,2010-03-09,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,Mule Deer,1,Dead,Collision,,,,,
JNP2010-0099,2010-03-09,Jasper Field Unit,Jasper National Park of Canada,Domestic Animal,Domestic Dog,1,Healthy,,,,Domestic animal,,
JNP2010-0096,2010-03-10,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,Bighorn Sheep,1,Dead,Collision,,,,Lethal Round - Shotgun,
JNP2010-0097,2010-03-10,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,Elk,1,Not Located,Entangle-Entrapment,,,,,
BAN2010-0000051,2010-03-11,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,3,Healthy,,Indifferent to People/Vehicles,Habituation,Domestic grass,Impact - Rubber,
JNP2010-0102,2010-03-11,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,White-tailed Deer,1,Dead,Collision,,,,,
JNP2010-0103,2010-03-11,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,White-tailed Deer,1,Dead,Collision,,,,,
KNP2010-0005,2010-03-11,Mainland Nova Scotia Field Unit,Kejimkujik National Park and National Historic Site of Canada,Rescued/Recovered/Found Wildlife,Unknown owl,1,Injured,Unknown,Avoidance,,,,
BAN2010-0000052,2010-03-12,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Elk,3,Not Located,,Indifferent to People/Vehicles,Habituation,Domestic grass,,
YNP2010-0019,2010-03-12,"Lake Louise, Yoho and Kootenay Field Unit",Yoho National Park of Canada,Rescued/Recovered/Found Wildlife,Elk,1,Dead,Collision,,Unknown,Unknown,,
PRN2010-0057,2010-03-13,Coastal British Columbia Field Unit,Pacific Rim National Park Reserve of Canada,Rescued/Recovered/Found Wildlife,Black-tailed deer,1,Dead,Collision,,,,,
BAN2010-0201,2010-03-14,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Elk,3,Not Located,,Indifferent to People/Vehicles,Habituation,Domestic grass,,
JNP2010-0107,2010-03-14,Jasper Field Unit,Jasper National Park of Canada,Harassment,Bighorn Sheep,1,Healthy,,Indifferent to People/Vehicles,,,,
BAN2010-0202,2010-03-15,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,White-tailed Deer,1,Not Located,Collision,,,,,
JNP2010-0108,2010-03-15,Jasper Field Unit,Jasper National Park of Canada,Attractant,None,0,,,,,Grain,,
LL2010-0046,2010-03-15,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Human Wildlife Interaction,None,0,,,,,,,
TNP2010-0009,2010-03-15,Newfoundland East Field Unit,Terra Nova National Park of Canada,Rescued/Recovered/Found Wildlife,Moose,1,Dead,Collision,,,,,
BAN2010-0206,2010-03-16,Banff Field Unit,Banff National Park of Canada,Wildlife Sighting,Elk,4,,,Indifferent to People/Vehicles,Habituation,Domestic grass,Impact - Rubber,
BAN2010-0209,2010-03-16,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Elk,1,Dead,Collision,,,,Lethal Round - Shotgun,
CBH2010-0000055,2010-03-16,Cape Breton Field Unit,Cape Breton Highlands National Park of Canada,Human Wildlife Interaction,Coyote,1,Healthy,Healthy,Chase,,,Noise - Banger or Screamer,
GMP2010-0114,2010-03-16,Western Newfoundland and Labrador Field Unit,Gros Morne National Park of Canada,Rescued/Recovered/Found Wildlife,Moose,1,Dead,Collision,,,,,
JNP2010-0111,2010-03-16,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,White-tailed Deer,1,Dead,Collision,,,,,
WL2010-0044,2010-03-16,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Management Intervention,Elk,1,Dead,Natural Mortality,,,,,
CBH2010-0000056,2010-03-17,Cape Breton Field Unit,Cape Breton Highlands National Park of Canada,Human Wildlife Interaction,Coyote,2,Healthy,Healthy,Indifferent to People/Vehicles,Habituation,,,
GMP2010-0120,2010-03-17,Western Newfoundland and Labrador Field Unit,Gros Morne National Park of Canada,Rescued/Recovered/Found Wildlife,Moose,1,Dead,Collision,,,,,
BAN2010-0212,2010-03-18,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Coyote,4,Healthy,,Avoidance,Stress,Carrion,Presence of Officer/Person,
BAN2010-0212,2010-03-18,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,2,Dead,Collision,,Habituation,Vegetation (natural),Lethal Round - Shotgun,
CBH2010-0000057,2010-03-18,Cape Breton Field Unit,Cape Breton Highlands National Park of Canada,Human Wildlife Interaction,Coyote,2,Healthy,Healthy,Indifferent to People/Vehicles,,,Noise - Horn,
JNP2010-0113,2010-03-18,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,None,0,,,,,,,
CBH2010-0000058,2010-03-19,Cape Breton Field Unit,Cape Breton Highlands National Park of Canada,Human Wildlife Interaction,Coyote,2,Healthy,Healthy,Indifferent to People/Vehicles,,,,
WL2010-0045,2010-03-20,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Rescued/Recovered/Found Wildlife,White-tailed Deer,1,Dead,Collision,,,,Lethal Round - Shotgun,
CBH2010-0000059,2010-03-21,Cape Breton Field Unit,Cape Breton Highlands National Park of Canada,Human Wildlife Interaction,Coyote,1,Healthy,Healthy,Presence - Wildlife Exclusion Zones,,,,
JNP2010-0118,2010-03-21,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,Wolf,1,Dead,Intraspecific Competition,,,,,
CBH2010-0029,2010-03-22,Cape Breton Field Unit,Cape Breton Highlands National Park of Canada,Rescued/Recovered/Found Wildlife,White-tailed Deer,1,Dead,Unknown,,,,,
EI2010-0020,2010-03-22,Northern Prairies Field Unit,Elk Island National Park of Canada,Rescued/Recovered/Found Wildlife,Fisher,1,Dead,Collision,,,,,
BAN2010-0000053,2010-03-23,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Mule Deer,1,Not Located,,Indifferent to People/Vehicles,Habituation,,,
GWA2010-0001,2010-03-23,Gwaii Haanas Field Unit,"Gwaii Haanas National Park Reserve, National Marine Conservation Area Reserve, and Haida Heritage Site",Human Wildlife Interaction,Species Not on List,1,Unknown,Entangle-Entrapment,,,,,
KOONP2010-0016,2010-03-23,"Lake Louise, Yoho and Kootenay Field Unit",Kootenay National Park of Canada,Rescued/Recovered/Found Wildlife,White-tailed Deer,1,Dead,Collision,,Unknown,Unknown,,
BAN2010-0226,2010-03-24,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,2,Healthy,,Indifferent to People/Vehicles,Habituation,Domestic grass,Other,
BAN2010-0233,2010-03-24,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Mule Deer,1,Injured,,Indifferent to People/Vehicles,Habituation,,,
WL2010-0046,2010-03-24,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Rescued/Recovered/Found Wildlife,Plains Bison,1,Dead,Management Destruction,,,,Lethal Round - Centrefire,
BAN2010-0000054,2010-03-25,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Mule Deer,1,Injured,,Indifferent to People/Vehicles,Habituation,,Other,
CBH2010-0000060,2010-03-25,Cape Breton Field Unit,Cape Breton Highlands National Park of Canada,Human Wildlife Interaction,Coyote,1,Healthy,Healthy,Avoidance,,,,
GRA2010-0000067,2010-03-25,Saskatchewan South Field Unit,Grasslands National Park of Canada,Management Intervention,Golden Eagle,1,Healthy,,Not Applicable,Not applicable,Not applicable,Not Applicable,
BAN2010-0236,2010-03-26,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,6,Healthy,,Indifferent to People/Vehicles,Habituation,,Other,
CBH2010-0000061,2010-03-26,Cape Breton Field Unit,Cape Breton Highlands National Park of Canada,Rescued/Recovered/Found Wildlife,Coyote,1,Dead,Management Destruction,Indifferent to People/Vehicles,Food Reward,Garbage,Lethal Round - Shotgun,
LL2010-0000062,2010-03-26,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Human Wildlife Interaction,Grizzly Bear,1,Unknown,,Indifferent to People/Vehicles,Unknown,,,
WB2010-0008,2010-03-26,Southwest Northwest Territories Field Unit,Wood Buffalo National Park of Canada,Rescued/Recovered/Found Wildlife,Wood Bison,1,Dead,Collision,Not Applicable,Not applicable,Not applicable,Not Applicable,
JNP2010-0122,2010-03-27,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,White-tailed Deer,1,Dead,Collision,,,,,
JNP2010-0123,2010-03-27,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,White-tailed Deer,1,Dead,Collision,,,,,
LL2010-0054,2010-03-27,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Human Wildlife Interaction,Grizzly Bear,1,Healthy,,Contact-Property,Unknown,,,
LL2010-0054,2010-03-27,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Human Wildlife Interaction,Grizzly Bear,1,Unknown,,Indifferent to People/Vehicles,Unknown,,,
KOONP2010-0000063,2010-03-28,"Lake Louise, Yoho and Kootenay Field Unit",Kootenay National Park of Canada,Human Wildlife Interaction,Wolf,1,Healthy,Unknown,Curious Approach,Unknown,,,
KOONP2010-0000064,2010-03-29,"Lake Louise, Yoho and Kootenay Field Unit",Kootenay National Park of Canada,Rescued/Recovered/Found Wildlife,Wolf,1,Injured,Unknown,Avoidance,Unknown,,,
WL2010-0052,2010-03-30,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Rescued/Recovered/Found Wildlife,None,0,,,,,,,
BAN2010-0248,2010-03-31,Banff Field Unit,Banff National Park of Canada,Wildlife Sighting,Coyote,1,,,Curious,Habituation,Domestic animal,Noise - Voice,
JNP2010-0429,2010-03-31,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,Elk,1,Injured,Entangle-Entrapment,,,,,
LL2010-0062,2010-03-31,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Human Wildlife Interaction,Coyote,1,Unknown,Unknown,,,Carrion,,
LL2010-0062,2010-03-31,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Human Wildlife Interaction,Unknown deer,1,Dead,Unknown,,,,,
WL2010-0053,2010-03-31,Waterton Lakes Field Unit,Waterton Lakes National Park of Canada,Rescued/Recovered/Found Wildlife,Mule Deer,1,Dead,Natural Mortality,,,,,
BAN2010-0250,2010-04-01,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Coyote,1,Dead,Collision,,,,,
FOR2010-0021,2010-04-01,Gaspesie Field Unit,Forillon National Park of Canada,Rescued/Recovered/Found Wildlife,Grey Seal,1,Dead,Unknown,,,,,
JNP2010-0129,2010-04-01,Jasper Field Unit,Jasper National Park of Canada,Attractant,None,0,,,,,Grain,,
JNP2010-0130,2010-04-01,Jasper Field Unit,Jasper National Park of Canada,Attractant,None,0,,,,,Grain,,
JNP2010-0131,2010-04-01,Jasper Field Unit,Jasper National Park of Canada,Human Wildlife Interaction,None,0,,,,,,,
BAN2010-0000065,2010-04-02,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Cougar,1,Dead,Drowned,,,,,
CBH2010-0038,2010-04-02,Cape Breton Field Unit,Cape Breton Highlands National Park of Canada,Rescued/Recovered/Found Wildlife,Coyote,1,Dead,Management Destruction,Physical or Aggressive Display,,,Lethal Round - Shotgun,
LL2010-0067,2010-04-02,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Human Wildlife Interaction,Grizzly Bear,1,Unknown,,Indifferent to People/Vehicles,,Grain,,
BAN2010-0257,2010-04-03,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,3,Healthy,,Indifferent to People/Vehicles,Habituation,"Fruit tree, shrub or garden",Other,
JNP2010-0135,2010-04-03,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,Mule Deer,1,Dead,Predation,,,,,
LL2010-0069,2010-04-03,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Moose,1,Dead,Collision,,Unknown,,,
BAN2010-0261,2010-04-05,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Black Bear,1,Unknown,,Indifferent to People/Vehicles,Food Reward,Grain,Noise - Siren,
KOONP2010-0022,2010-04-05,"Lake Louise, Yoho and Kootenay Field Unit",Kootenay National Park of Canada,Human Wildlife Interaction,Grizzly Bear,1,,,,,,,
PRN2010-00005,2010-04-05,Coastal British Columbia Field Unit,Pacific Rim National Park Reserve of Canada,Human Wildlife Interaction,Wolf,1,Healthy,,Physical or Aggressive Display,Unknown,Unknown,Noise - Voice,
GRA2010-0000068,2010-04-06,Saskatchewan South Field Unit,Grasslands National Park of Canada,Management Intervention,Golden Eagle,1,Healthy,,Not Applicable,Not applicable,Not applicable,Not Applicable,
BAN2010-0000066,2010-04-07,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Coyote,1,Not Located,,Unknown,,Carrion,,
BAN2010-000009,2010-04-07,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Elk,2,Dead,Management Destruction,Indifferent to People/Vehicles,Habituation,,Lethal Round - Centrefire,
BAN2010-0262,2010-04-07,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Black Bear,1,Not Located,Collision,,,,,
GINP2010-0058,2010-04-07,Coastal British Columbia Field Unit,Gulf Islands National Park Reserve of Canada,Rescued/Recovered/Found Wildlife,Black-tailed deer,1,Dead,Collision,,,,Lethal Round - Rimfire,
GLA2010-0068,2010-04-07,Mount Revelstoke and Glacier Field Unit,Glacier National Park of Canada,Human Wildlife Interaction,Marten,1,Healthy,,Contact-Property,Food Conditioned,Human food,,
JNP2010-0143,2010-04-07,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,White-tailed Deer,1,Dead,Collision,,,,,
JNP2010-0144,2010-04-08,Jasper Field Unit,Jasper National Park of Canada,Rescued/Recovered/Found Wildlife,Red Fox,1,Dead,Collision,,,,,
BAN2010-0263,2010-04-09,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Elk,1,Not Located,,Indifferent to People/Vehicles,Habituation,"Fruit tree, shrub or garden",,
KOONP2010-00005,2010-04-09,"Lake Louise, Yoho and Kootenay Field Unit",Kootenay National Park of Canada,Rescued/Recovered/Found Wildlife,Unknown deer,1,Dead,Collision,,,,,
PRN2010-0088,2010-04-09,Coastal British Columbia Field Unit,Pacific Rim National Park Reserve of Canada,Rescued/Recovered/Found Wildlife,Sea Otter,1,Dead,Unknown,,,,,
BAN2010-0267,2010-04-10,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,4,Healthy,,Indifferent to People/Vehicles,Habituation,"Fruit tree, shrub or garden",Other,
BAN2010-0268,2010-04-10,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,1,Healthy,,Indifferent to People/Vehicles,Habituation,Vegetation (natural),Other,
BAN2010-0270,2010-04-10,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,4,Healthy,,Indifferent to People/Vehicles,Habituation,Domestic grass,Other,
KOONP2010-0026,2010-04-10,"Lake Louise, Yoho and Kootenay Field Unit",Kootenay National Park of Canada,Rescued/Recovered/Found Wildlife,Bighorn Sheep,1,Injured,Collision,,,,,
WNP2010-0001,2010-04-10,Manitoba Field Unit,Wapusk National Park of Canada,Human Wildlife Interaction,Polar Bear,1,,,Curious,,,Noise - Voice,
BAN2010-0000010,2010-04-11,Banff Field Unit,Banff National Park of Canada,Rescued/Recovered/Found Wildlife,Elk,1,Dead,Management Destruction,Indifferent to People/Vehicles,Habituation,,Lethal Round - Centrefire,
CBH2010-0037,2010-04-11,Cape Breton Field Unit,Cape Breton Highlands National Park of Canada,Rescued/Recovered/Found Wildlife,Moose,1,Dead,Collision,,,,,
LL2010-0074,2010-04-11,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Human Wildlife Interaction,Grizzly Bear,1,Healthy,,,Predatory,,,
LL2010-0074,2010-04-11,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Human Wildlife Interaction,Moose,1,Injured,Predation,,Defence of Young,,,
LL2010-0074,2010-04-11,"Lake Louise, Yoho and Kootenay Field Unit",Banff National Park of Canada,Human Wildlife Interaction,Wolf,4,Healthy,,,Predatory,,,
YNP2010-0032,2010-04-11,"Lake Louise, Yoho and Kootenay Field Unit",Yoho National Park of Canada,Attractant,None,0,,,,,Grain,,
BAN2010-0275,2010-04-12,Banff Field Unit,Banff National Park of Canada,Human Wildlife Interaction,Elk,3,Healthy,,Indifferent to People/Vehicles,Habituation,,Other,
EI2010-0039,2010-04-12,Northern Prairies Field Unit,Elk Island National Park of Canada,Rescued/Recovered/Found Wildlife,Unknown deer,1,Dead,Collision,,,,,
GLA2010-0069,2010-04-12,Mount Revelstoke and Glacier Field Unit,Glacier National Park of Canada,Human Wildlife Interaction,Marten,1,Healthy,,Contact-Property,Food Conditioned,Human food,,
